oq,rvnm,stcd,stnm,tm,wptn,z
16000,长江干流,60106980,三峡水库,1725116400000,4,152.120
14400,长江干流,60106980,三峡水库,1725120000000,5,152.150
11300,长江干流,60106980,三峡水库,1725123600000,5,152.290
10700,12200,长江干流,60106980,三峡水库,1725127200000,5,152.320
10700,长江干流,60106980,三峡水库,1725130800000,5,152.370
10700,长江干流,60106980,三峡水库,1725134400000,6,152.370
10700,长江干流,60106980,三峡水库,1725138000000,5,152.390
10700,12200,长江干流,60106980,三峡水库,1725141600000,6,152.390
10700,长江干流,60106980,三峡水库,1725145200000,5,152.410
10700,12200,长江干流,60106980,三峡水库,1725148800000,5,152.430
10700,长江干流,60106980,三峡水库,1725156000000,4,152.420
10700,长江干流,60106980,三峡水库,1725159600000,6,152.420
10700,长江干流,60106980,三峡水库,1725163200000,5,152.450
10700,长江干流,60106980,三峡水库,1725166800000,4,152.440
10700,12200,长江干流,60106980,三峡水库,1725170400000,5,152.450
10700,长江干流,60106980,三峡水库,1725174000000,5,152.470
10700,长江干流,60106980,三峡水库,1725177600000,5,152.480
10700,长江干流,60106980,三峡水库,1725181200000,6,152.480
10700,长江干流,60106980,三峡水库,1725184800000,5,152.500
12800,长江干流,60106980,三峡水库,1725188400000,4,152.440
15900,12200,长江干流,60106980,三峡水库,1725192000000,4,152.330
16600,长江干流,60106980,三峡水库,1725195600000,4,152.230
16700,长江干流,60106980,三峡水库,1725199200000,4,152.160
16700,长江干流,60106980,三峡水库,1725202800000,4,152.140
13600,长江干流,60106980,三峡水库,1725206400000,5,152.200
11300,长江干流,60106980,三峡水库,1725210000000,5,152.270
10700,11900,长江干流,60106980,三峡水库,1725213600000,5,152.320
10700,长江干流,60106980,三峡水库,1725217200000,5,152.360
10700,长江干流,60106980,三峡水库,1725220800000,5,152.390
10700,长江干流,60106980,三峡水库,1725224400000,5,152.420
10700,11800,长江干流,60106980,三峡水库,1725228000000,6,152.420
10700,长江干流,60106980,三峡水库,1725231600000,5,152.430
10700,11800,长江干流,60106980,三峡水库,1725235200000,6,152.430
10700,长江干流,60106980,三峡水库,1725238800000,4,152.420
10700,长江干流,60106980,三峡水库,1725242400000,4,152.410
10700,长江干流,60106980,三峡水库,1725246000000,5,152.430
10700,长江干流,60106980,三峡水库,1725249600000,4,152.420
10700,长江干流,60106980,三峡水库,1725253200000,6,152.420
10700,11800,长江干流,60106980,三峡水库,1725256800000,5,152.430
10700,长江干流,60106980,三峡水库,1725260400000,4,152.410
10600,长江干流,60106980,三峡水库,1725264000000,5,152.420
10600,长江干流,60106980,三峡水库,1725267600000,4,152.400
10600,长江干流,60106980,三峡水库,1725271200000,5,152.420
12800,长江干流,60106980,三峡水库,1725274800000,4,152.370
15800,12000,长江干流,60106980,三峡水库,1725278400000,4,152.260
16700,长江干流,60106980,三峡水库,1725282000000,4,152.180
16700,长江干流,60106980,三峡水库,1725285600000,4,152.110
16800,长江干流,60106980,三峡水库,1725289200000,4,152.090
13600,长江干流,60106980,三峡水库,1725292800000,5,152.170
11300,长江干流,60106980,三峡水库,1725296400000,5,152.240
10700,12000,长江干流,60106980,三峡水库,1725300000000,5,152.320
10700,长江干流,60106980,三峡水库,1725303600000,5,152.370
10700,长江干流,60106980,三峡水库,1725307200000,5,152.400
10700,长江干流,60106980,三峡水库,1725310800000,5,152.440
10700,长江干流,60106980,三峡水库,1725314400000,5,152.450
10700,长江干流,60106980,三峡水库,1725318000000,5,152.480
10700,12000,长江干流,60106980,三峡水库,1725321600000,6,152.480
10700,长江干流,60106980,三峡水库,1725325200000,6,152.480
10700,长江干流,60106980,三峡水库,1725328800000,5,152.490
10700,长江干流,60106980,三峡水库,1725332400000,6,152.490
10700,长江干流,60106980,三峡水库,1725336000000,6,152.490
10700,长江干流,60106980,三峡水库,1725339600000,4,152.480
10600,12000,长江干流,60106980,三峡水库,1725343200000,6,152.480
10600,长江干流,60106980,三峡水库,1725346800000,6,152.480
10600,长江干流,60106980,三峡水库,1725350400000,5,152.490
10600,长江干流,60106980,三峡水库,1725354000000,4,152.480
10600,长江干流,60106980,三峡水库,1725357600000,5,152.510
12700,长江干流,60106980,三峡水库,1725361200000,4,152.450
15700,12000,长江干流,60106980,三峡水库,1725364800000,4,152.370
16600,长江干流,60106980,三峡水库,1725368400000,4,152.260
16600,长江干流,60106980,三峡水库,1725372000000,4,152.170
16700,长江干流,60106980,三峡水库,1725375600000,4,152.160
13600,长江干流,60106980,三峡水库,1725379200000,5,152.230
11300,长江干流,60106980,三峡水库,1725382800000,5,152.320
10700,12000,长江干流,60106980,三峡水库,1725386400000,5,152.380
10700,长江干流,60106980,三峡水库,1725390000000,5,152.450
10700,长江干流,60106980,三峡水库,1725393600000,5,152.480
10700,长江干流,60106980,三峡水库,1725397200000,5,152.510
10700,12000,长江干流,60106980,三峡水库,1725400800000,6,152.510
10700,长江干流,60106980,三峡水库,1725404400000,6,152.510
10700,12200,长江干流,60106980,三峡水库,1725408000000,4,152.490
