rvnm,stcd,stnm,tm,wptn,z
长江,60107000,茅坪(二),1680274800000,5,157.480
长江,60107000,茅坪(二),1680278400000,5,157.500
长江,60107000,茅坪(二),1680282000000,4,157.490
长江,60107000,茅坪(二),1680285600000,4,157.480
长江,60107000,茅坪(二),1680289200000,4,157.460
长江,60107000,茅坪(二),1680292800000,6,157.460
长江,60107000,茅坪(二),1680296400000,6,157.460
长江,60107000,茅坪(二),1680300000000,5,157.480
长江,60107000,茅坪(二),1680303600000,4,157.470
长江,60107000,茅坪(二),1680307200000,4,157.440
长江,60107000,茅坪(二),1680310800000,4,157.410
长江,60107000,茅坪(二),1680314400000,4,157.390
长江,60107000,茅坪(二),1680318000000,4,157.380
长江,60107000,茅坪(二),1680321600000,5,157.420
长江,60107000,茅坪(二),1680325200000,5,157.430
长江,60107000,茅坪(二),1680328800000,6,157.430
长江,60107000,茅坪(二),1680332400000,6,157.430
长江,60107000,茅坪(二),1680336000000,4,157.360
长江,60107000,茅坪(二),1680339600000,5,157.390
长江,60107000,茅坪(二),1680343200000,4,157.340
长江,60107000,茅坪(二),1680346800000,5,157.360
长江,60107000,茅坪(二),1680350400000,4,157.340
长江,60107000,茅坪(二),1680354000000,4,157.330
长江,60107000,茅坪(二),1680357600000,5,157.340
长江,60107000,茅坪(二),1680361200000,5,157.360
长江,60107000,茅坪(二),1680364800000,5,157.390
长江,60107000,茅坪(二),1680368400000,4,157.370
长江,60107000,茅坪(二),1680372000000,4,157.350
长江,60107000,茅坪(二),1680375600000,4,157.290
长江,60107000,茅坪(二),1680379200000,4,157.270
长江,60107000,茅坪(二),1680382800000,5,157.280
长江,60107000,茅坪(二),1680386400000,5,157.290
长江,60107000,茅坪(二),1680390000000,4,157.260
长江,60107000,茅坪(二),1680393600000,4,157.230
长江,60107000,茅坪(二),1680397200000,4,157.210
长江,60107000,茅坪(二),1680400800000,4,157.170
长江,60107000,茅坪(二),1680404400000,6,157.170
长江,60107000,茅坪(二),1680408000000,5,157.210
长江,60107000,茅坪(二),1680411600000,6,157.210
长江,60107000,茅坪(二),1680415200000,6,157.210
长江,60107000,茅坪(二),1680418800000,6,157.210
长江,60107000,茅坪(二),1680422400000,4,157.110
长江,60107000,茅坪(二),1680426000000,5,157.130
长江,60107000,茅坪(二),1680429600000,4,157.100
长江,60107000,茅坪(二),1680433200000,5,157.120
长江,60107000,茅坪(二),1680436800000,4,157.100
长江,60107000,茅坪(二),1680440400000,4,157.080
长江,60107000,茅坪(二),1680444000000,5,157.090
长江,60107000,茅坪(二),1680447600000,5,157.120
长江,60107000,茅坪(二),1680451200000,5,157.160
长江,60107000,茅坪(二),1680454800000,4,157.150
