oq,rvnm,stcd,stnm,tm,wptn,z
6080,长江,60106980,三峡水库,1682866800000,5,157.110
6080,长江,60106980,三峡水库,1682870400000,5,157.150
6070,长江,60106980,三峡水库,1682874000000,4,157.140
6060,6700,长江,60106980,三峡水库,1682877600000,5,157.150
6060,长江,60106980,三峡水库,1682881200000,4,157.130
6050,长江,60106980,三峡水库,1682884800000,5,157.150
6050,长江,60106980,三峡水库,1682888400000,4,157.140
6060,长江,60106980,三峡水库,1682892000000,5,157.150
6040,长江,60106980,三峡水库,1682895600000,4,157.130
7360,6700,长江,60106980,三峡水库,1682899200000,4,157.110
7510,长江,60106980,三峡水库,1682902800000,4,157.080
7520,长江,60106980,三峡水库,1682906400000,4,157.050
7510,长江,60106980,三峡水库,1682910000000,6,157.050
6060,长江,60106980,三峡水库,1682913600000,5,157.080
6050,长江,60106980,三峡水库,1682917200000,4,157.070
6050,6700,长江,60106980,三峡水库,1682920800000,6,157.070
6040,长江,60106980,三峡水库,1682924400000,5,157.080
8240,长江,60106980,三峡水库,1682928000000,4,157.000
8250,长江,60106980,三峡水库,1682931600000,5,157.020
8260,长江,60106980,三峡水库,1682935200000,4,156.990
8280,长江,60106980,三峡水库,1682938800000,5,157.010
8290,6700,长江,60106980,三峡水库,1682942400000,4,157.000
8300,长江,60106980,三峡水库,1682946000000,4,156.990
6930,长江,60106980,三峡水库,1682949600000,5,157.020
6090,长江,60106980,三峡水库,1682953200000,5,157.070
6080,长江,60106980,三峡水库,1682956800000,5,157.110
6070,长江,60106980,三峡水库,1682960400000,4,157.080
6070,6700,长江,60106980,三峡水库,1682964000000,6,157.080
6070,长江,60106980,三峡水库,1682967600000,4,157.050
6060,长江,60106980,三峡水库,1682971200000,6,157.050
6050,长江,60106980,三峡水库,1682974800000,4,157.040
6060,长江,60106980,三峡水库,1682978400000,5,157.060
6050,长江,60106980,三峡水库,1682982000000,6,157.060
7360,6700,长江,60106980,三峡水库,1682985600000,4,157.030
7480,长江,60106980,三峡水库,1682989200000,4,157.020
7490,长江,60106980,三峡水库,1682992800000,4,157.000
7510,长江,60106980,三峡水库,1682996400000,6,157.000
6060,长江,60106980,三峡水库,1683000000000,5,157.060
6050,长江,60106980,三峡水库,1683003600000,5,157.080
6040,6600,长江,60106980,三峡水库,1683007200000,6,157.080
6040,长江,60106980,三峡水库,1683010800000,6,157.080
8210,长江,60106980,三峡水库,1683014400000,4,156.980
8210,长江,60106980,三峡水库,1683018000000,5,157.020
8230,长江,60106980,三峡水库,1683021600000,4,156.960
8240,长江,60106980,三峡水库,1683025200000,5,156.970
8250,6700,长江,60106980,三峡水库,1683028800000,6,156.970
8260,长江,60106980,三峡水库,1683032400000,4,156.930
6870,长江,60106980,三峡水库,1683036000000,5,156.990
6080,长江,60106980,三峡水库,1683039600000,5,157.020
6070,长江,60106980,三峡水库,1683043200000,5,157.070
6060,长江,60106980,三峡水库,1683046800000,6,157.070
6060,6700,长江,60106980,三峡水库,1683050400000,5,157.080
6060,长江,60106980,三峡水库,1683054000000,4,157.050
6060,长江,60106980,三峡水库,1683057600000,5,157.060
6060,长江,60106980,三峡水库,1683061200000,4,157.040
6040,长江,60106980,三峡水库,1683064800000,5,157.090
6050,长江,60106980,三峡水库,1683068400000,5,157.120
7380,6800,长江,60106980,三峡水库,1683072000000,4,157.070
7490,长江,60106980,三峡水库,1683075600000,4,157.050
7500,长江,60106980,三峡水库,1683079200000,4,157.020
7520,长江,60106980,三峡水库,1683082800000,6,157.020
6050,长江,60106980,三峡水库,1683086400000,5,157.080
6060,长江,60106980,三峡水库,1683090000000,6,157.080
6050,6800,长江,60106980,三峡水库,1683093600000,5,157.090
6040,长江,60106980,三峡水库,1683097200000,5,157.100
8220,长江,60106980,三峡水库,1683100800000,4,157.010
8210,长江,60106980,三峡水库,1683104400000,5,157.040
8210,长江,60106980,三峡水库,1683108000000,6,157.040
8240,长江,60106980,三峡水库,1683111600000,4,157.030
8240,7000,长江,60106980,三峡水库,1683115200000,4,157.010
8250,长江,60106980,三峡水库,1683118800000,4,156.990
6890,长江,60106980,三峡水库,1683122400000,5,157.030
6070,长江,60106980,三峡水库,1683126000000,5,157.070
6070,长江,60106980,三峡水库,1683129600000,5,157.110
6070,长江,60106980,三峡水库,1683133200000,4,157.100
6060,7000,长江,60106980,三峡水库,1683136800000,5,157.110
6070,长江,60106980,三峡水库,1683140400000,4,157.060
6070,长江,60106980,三峡水库,1683144000000,5,157.070
6050,长江,60106980,三峡水库,1683147600000,5,157.090
6050,长江,60106980,三峡水库,1683151200000,5,157.110
6050,长江,60106980,三峡水库,1683154800000,4,157.090
8220,7000,长江,60106980,三峡水库,1683158400000,4,157.060
8230,长江,60106980,三峡水库,1683162000000,5,157.070
8250,长江,60106980,三峡水库,1683165600000,4,157.020
8270,长江,60106980,三峡水库,1683169200000,5,157.040
6080,长江,60106980,三峡水库,1683172800000,5,157.120
6080,长江,60106980,三峡水库,1683176400000,6,157.120
6070,7000,长江,60106980,三峡水库,1683180000000,5,157.160
6050,长江,60106980,三峡水库,1683183600000,6,157.160
8960,长江,60106980,三峡水库,1683187200000,4,157.090
8950,长江,60106980,三峡水库,1683190800000,6,157.090
8970,长江,60106980,三峡水库,1683194400000,4,157.030
8990,长江,60106980,三峡水库,1683198000000,5,157.060
8980,7000,长江,60106980,三峡水库,1683201600000,4,157.050
9010,长江,60106980,三峡水库,1683205200000,6,157.050
7510,长江,60106980,三峡水库,1683208800000,5,157.120
6070,长江,60106980,三峡水库,1683212400000,5,157.170
6070,长江,60106980,三峡水库,1683216000000,5,157.240
6060,长江,60106980,三峡水库,1683219600000,5,157.270
6070,7800,长江,60106980,三峡水库,1683223200000,4,157.260
6070,长江,60106980,三峡水库,1683226800000,4,157.250
6050,长江,60106980,三峡水库,1683230400000,5,157.260
6050,长江,60106980,三峡水库,1683234000000,4,157.240
6050,长江,60106980,三峡水库,1683237600000,5,157.250
6040,长江,60106980,三峡水库,1683241200000,5,157.260
8790,8500,长江,60106980,三峡水库,1683244800000,4,157.190
8920,长江,60106980,三峡水库,1683248400000,4,157.180
9130,长江,60106980,三峡水库,1683252000000,4,157.150
8900,长江,60106980,三峡水库,1683255600000,5,157.170
6120,长江,60106980,三峡水库,1683259200000,5,157.260
6020,长江,60106980,三峡水库,1683262800000,5,157.280
6020,8500,长江,60106980,三峡水库,1683266400000,5,157.360
6020,长江,60106980,三峡水库,1683270000000,5,157.370
8840,长江,60106980,三峡水库,1683273600000,4,157.270
9580,长江,60106980,三峡水库,1683277200000,4,157.260
9580,长江,60106980,三峡水库,1683280800000,4,157.170
9590,长江,60106980,三峡水库,1683284400000,4,157.160
9600,8500,长江,60106980,三峡水库,1683288000000,6,157.160
9620,长江,60106980,三峡水库,1683291600000,4,157.140
8200,长江,60106980,三峡水库,1683295200000,5,157.170
6040,长江,60106980,三峡水库,1683298800000,5,157.240
6040,长江,60106980,三峡水库,1683302400000,5,157.270
8190,长江,60106980,三峡水库,1683306000000,4,157.230
8190,8500,长江,60106980,三峡水库,1683309600000,4,157.200
8180,长江,60106980,三峡水库,1683313200000,4,157.140
8180,长江,60106980,三峡水库,1683316800000,5,157.170
8190,长江,60106980,三峡水库,1683320400000,5,157.180
