oq,q,rvnm,stcd,stnm,tm,wptn,z
0,29800,长江,60108300,沙市,1598889600000,6,40.93
0,29800,长江,60108300,沙市,1598893200000,4,40.92
0,29800,长江,60108300,沙市,1598896800000,6,40.92
0,29800,长江,60108300,沙市,1598900400000,6,40.92
0,29700,长江,60108300,沙市,1598904000000,4,40.91
0,29700,长江,60108300,沙市,1598907600000,6,40.91
0,29700,长江,60108300,沙市,1598911200000,4,40.9
0,29600,长江,60108300,沙市,1598914800000,4,40.89
0,29800,长江,60108300,沙市,1598918400000,6,40.89
0,29600,长江,60108300,沙市,1598922000000,4,40.88
0,29600,长江,60108300,沙市,1598925600000,6,40.88
0,29700,长江,60108300,沙市,1598929200000,4,40.87
0,29700,长江,60108300,沙市,1598932800000,6,40.87
0,29700,长江,60108300,沙市,1598936400000,4,40.86
0,29700,长江,60108300,沙市,1598940000000,5,40.87
0,29900,长江,60108300,沙市,1598943600000,5,40.88
0,29800,长江,60108300,沙市,1598947200000,6,40.88
0,29600,长江,60108300,沙市,1598950800000,4,40.86
0,29600,长江,60108300,沙市,1598954400000,4,40.85
0,29100,长江,60108300,沙市,1598954460000,6,40.85
0,29300,长江,60108300,沙市,1598958000000,4,40.83
0,29400,长江,60108300,沙市,1598961600000,4,40.82
0,29400,长江,60108300,沙市,1598965200000,4,40.81
0,29500,长江,60108300,沙市,1598968800000,4,40.8
0,29300,长江,60108300,沙市,1598972400000,4,40.78
0,29300,长江,60108300,沙市,1598976000000,6,40.78
0,29200,长江,60108300,沙市,1598979600000,4,40.76
0,29000,长江,60108300,沙市,1598983200000,4,40.75
0,29000,长江,60108300,沙市,1598986800000,4,40.73
0,29000,长江,60108300,沙市,1598990400000,6,40.73
0,28700,长江,60108300,沙市,1598994000000,4,40.69
0,28700,长江,60108300,沙市,1598997600000,4,40.67
0,28500,长江,60108300,沙市,1599001200000,4,40.65
0,28300,长江,60108300,沙市,1599004800000,4,40.62
0,28000,长江,60108300,沙市,1599008400000,4,40.58
0,27900,长江,60108300,沙市,1599012000000,4,40.55
0,27800,长江,60108300,沙市,1599015600000,4,40.53
0,27600,长江,60108300,沙市,1599019200000,4,40.51
0,27600,长江,60108300,沙市,1599022800000,4,40.5
0,27600,长江,60108300,沙市,1599026400000,6,40.5
0,27800,长江,60108300,沙市,1599030000000,5,40.51
0,28100,长江,60108300,沙市,1599033600000,5,40.52
0,28100,长江,60108300,沙市,1599037200000,5,40.53
0,27800,长江,60108300,沙市,1599040800000,4,40.51
0,27700,长江,60108300,沙市,1599044400000,4,40.5
0,27800,长江,60108300,沙市,1599048000000,4,40.47
0,27700,长江,60108300,沙市,1599051600000,4,40.46
0,27600,长江,60108300,沙市,1599055200000,4,40.45
0,27500,长江,60108300,沙市,1599058800000,4,40.43
0,27300,长江,60108300,沙市,1599062400000,4,40.41
0,27200,长江,60108300,沙市,1599066000000,4,40.39
0,27100,长江,60108300,沙市,1599069600000,4,40.37
0,27000,长江,60108300,沙市,1599073200000,4,40.34
0,26900,长江,60108300,沙市,1599076800000,4,40.33
0,26800,长江,60108300,沙市,1599080400000,4,40.31
0,26600,长江,60108300,沙市,1599084000000,4,40.29
0,26500,长江,60108300,沙市,1599087600000,4,40.27
0,26600,长江,60108300,沙市,1599091200000,4,40.25
0,26400,长江,60108300,沙市,1599094800000,4,40.23
0,26600,长江,60108300,沙市,1599098400000,6,40.23
0,26300,长江,60108300,沙市,1599102000000,4,40.2
0,26300,长江,60108300,沙市,1599105600000,4,40.19
