oq,rvnm,stcd,stnm,tm,wptn,z
15500,长江干流,60106980,三峡水库,1761922800000,6,173.910
13400,长江干流,60106980,三峡水库,1761926400000,5,173.940
13400,长江干流,60106980,三峡水库,1761930000000,5,173.960
13400,13000,长江干流,60106980,三峡水库,1761933600000,5,173.980
13400,长江干流,60106980,三峡水库,1761937200000,4,173.970
13400,长江干流,60106980,三峡水库,1761940800000,4,173.960
13400,长江干流,60106980,三峡水库,1761944400000,4,173.950
13400,长江干流,60106980,三峡水库,1761948000000,5,173.960
13400,长江干流,60106980,三峡水库,1761951600000,6,173.960
13400,12800,长江干流,60106980,三峡水库,1761955200000,4,173.950
13400,长江干流,60106980,三峡水库,1761962400000,5,173.930
13400,长江干流,60106980,三峡水库,1761966000000,4,173.910
12300,长江干流,60106980,三峡水库,1761969600000,5,173.950
12300,长江干流,60106980,三峡水库,1761973200000,6,173.950
12200,12500,长江干流,60106980,三峡水库,1761976800000,4,173.940
12300,长江干流,60106980,三峡水库,1761980400000,5,173.950
13400,长江干流,60106980,三峡水库,1761984000000,4,173.910
13500,长江干流,60106980,三峡水库,1761987600000,5,173.930
13400,长江干流,60106980,三峡水库,1761991200000,4,173.920
13400,长江干流,60106980,三峡水库,1761994800000,6,173.920
13500,12200,长江干流,60106980,三峡水库,1761998400000,6,173.920
13500,长江干流,60106980,三峡水库,1762002000000,6,173.920
13500,长江干流,60106980,三峡水库,1762005600000,4,173.910
13500,长江干流,60106980,三峡水库,1762009200000,6,173.910
13500,长江干流,60106980,三峡水库,1762012800000,4,173.890
13500,长江干流,60106980,三峡水库,1762016400000,6,173.890
13500,12000,长江干流,60106980,三峡水库,1762020000000,4,173.860
13500,长江干流,60106980,三峡水库,1762023600000,5,173.870
13500,长江干流,60106980,三峡水库,1762027200000,4,173.850
13400,长江干流,60106980,三峡水库,1762030800000,4,173.830
