oq,rvnm,stcd,stnm,tm,wptn,z
856,汉江,61802700,丹江口水库,1782838800000,6,161.820
621,汉江,61802700,丹江口水库,1782846000000,4,161.810
620,汉江,61802700,丹江口水库,1782853200000,5,161.830
617,汉江,61802700,丹江口水库,1782856800000,5,161.840
723,汉江,61802700,丹江口水库,1782860400000,4,161.830
948,汉江,61802700,丹江口水库,1782871200000,4,161.800
743,589,汉江,61802700,丹江口水库,1782885600000,6,161.810
1490,汉江,61802700,丹江口水库,1782900000000,6,161.780
1280,汉江,61802700,丹江口水库,1782910800000,6,161.770
572,汉江,61802700,丹江口水库,1782918000000,5,161.800
624,汉江,61802700,丹江口水库,1782925200000,5,161.800
625,汉江,61802700,丹江口水库,1782932400000,4,161.800
622,汉江,61802700,丹江口水库,1782936000000,6,161.800
615,汉江,61802700,丹江口水库,1782943200000,6,161.800
617,汉江,61802700,丹江口水库,1782946800000,4,161.790
735,汉江,61802700,丹江口水库,1782954000000,6,161.780
697,汉江,61802700,丹江口水库,1782968400000,5,161.800
1610,汉江,61802700,丹江口水库,1782979200000,4,161.770
1620,汉江,61802700,丹江口水库,1782986400000,4,161.750
1620,786,汉江,61802700,丹江口水库,1782993600000,5,161.760
620,汉江,61802700,丹江口水库,1783004400000,5,161.770
529,汉江,61802700,丹江口水库,1783008000000,5,161.780
934,1880,汉江,61802700,丹江口水库,1783015200000,6,161.780
813,汉江,61802700,丹江口水库,1783018800000,6,161.780
590,汉江,61802700,丹江口水库,1783022400000,6,161.780
595,汉江,61802700,丹江口水库,1783029600000,5,161.780
617,汉江,61802700,丹江口水库,1783033200000,4,161.760
630,881,汉江,61802700,丹江口水库,1783036800000,6,161.760
1130,汉江,61802700,丹江口水库,1783051200000,5,161.750
1330,汉江,61802700,丹江口水库,1783062000000,6,161.740
639,汉江,61802700,丹江口水库,1783072800000,6,161.730
632,227,汉江,61802700,丹江口水库,1783080000000,6,161.710
975,汉江,61802700,丹江口水库,1783087200000,6,161.720
964,汉江,61802700,丹江口水库,1783090800000,5,161.730
970,汉江,61802700,丹江口水库,1783098000000,4,161.720
859,1650,汉江,61802700,丹江口水库,1783101600000,5,161.730
979,汉江,61802700,丹江口水库,1783105200000,4,161.710
633,汉江,61802700,丹江口水库,1783108800000,6,161.710
850,汉江,61802700,丹江口水库,1783116000000,5,161.720
743,汉江,61802700,丹江口水库,1783119600000,5,161.730
631,820,汉江,61802700,丹江口水库,1783123200000,4,161.710
715,汉江,61802700,丹江口水库,1783137600000,6,161.700
586,汉江,61802700,丹江口水库,1783148400000,6,161.700
584,汉江,61802700,丹江口水库,1783155600000,6,161.700
673,汉江,61802700,丹江口水库,1783159200000,6,161.700
1580,168,汉江,61802700,丹江口水库,1783166400000,5,161.680
1670,汉江,61802700,丹江口水库,1783170000000,4,161.670
1670,汉江,61802700,丹江口水库,1783177200000,6,161.670
1030,汉江,61802700,丹江口水库,1783184400000,6,161.680
1030,1080,汉江,61802700,丹江口水库,1783188000000,4,161.670
789,汉江,61802700,丹江口水库,1783191600000,5,161.680
791,汉江,61802700,丹江口水库,1783195200000,4,161.670
672,汉江,61802700,丹江口水库,1783198800000,6,161.670
789,汉江,61802700,丹江口水库,1783202400000,6,161.670
658,汉江,61802700,丹江口水库,1783206000000,6,161.670
675,781,汉江,61802700,丹江口水库,1783209600000,6,161.670
793,汉江,61802700,丹江口水库,1783224000000,5,161.670
612,汉江,61802700,丹江口水库,1783234800000,4,161.650
888,汉江,61802700,丹江口水库,1783245600000,6,161.650
1370,汉江,61802700,丹江口水库,1783249200000,4,161.640
1450,623,汉江,61802700,丹江口水库,1783252800000,5,161.650
1680,汉江,61802700,丹江口水库,1783260000000,6,161.640
1590,汉江,61802700,丹江口水库,1783263600000,6,161.640
981,汉江,61802700,丹江口水库,1783270800000,6,161.630
788,汉江,61802700,丹江口水库,1783278000000,5,161.650
791,汉江,61802700,丹江口水库,1783281600000,6,161.650
659,汉江,61802700,丹江口水库,1783285200000,4,161.640
658,汉江,61802700,丹江口水库,1783288800000,4,161.630
663,汉江,61802700,丹江口水库,1783292400000,4,161.620
1030,475,汉江,61802700,丹江口水库,1783296000000,6,161.620
1250,汉江,61802700,丹江口水库,1783314000000,4,161.610
1400,汉江,61802700,丹江口水库,1783328400000,6,161.600
1420,257,汉江,61802700,丹江口水库,1783339200000,4,161.580
1030,汉江,61802700,丹江口水库,1783353600000,6,161.580
1590,2270,汉江,61802700,丹江口水库,1783360800000,5,161.600
590,汉江,61802700,丹江口水库,1783368000000,6,161.610
593,汉江,61802700,丹江口水库,1783371600000,6,161.610
590,汉江,61802700,丹江口水库,1783375200000,6,161.610
585,汉江,61802700,丹江口水库,1783378800000,6,161.610
1040,汉江,61802700,丹江口水库,1783386000000,4,161.570
486,汉江,61802700,丹江口水库,1783400400000,6,161.580
699,汉江,61802700,丹江口水库,1783411200000,4,161.570
656,汉江,61802700,丹江口水库,1783422000000,6,161.570
