rvnm,stcd,stnm,tm,wptn,z
汉江,61802500,龙王庙,1730390400000,6,159.610
汉江,61802500,龙王庙,1730394000000,6,159.610
汉江,61802500,龙王庙,1730397600000,5,159.620
汉江,61802500,龙王庙,1730401200000,4,159.600
汉江,61802500,龙王庙,1730404800000,5,159.610
汉江,61802500,龙王庙,1730408400000,6,159.610
汉江,61802500,龙王庙,1730412000000,6,159.610
汉江,61802500,龙王庙,1730415600000,4,159.600
汉江,61802500,龙王庙,1730419200000,5,159.610
汉江,61802500,龙王庙,1730426400000,6,159.600
汉江,61802500,龙王庙,1730430000000,6,159.600
汉江,61802500,龙王庙,1730433600000,6,159.600
汉江,61802500,龙王庙,1730437200000,5,159.610
汉江,61802500,龙王庙,1730440800000,4,159.590
汉江,61802500,龙王庙,1730444400000,6,159.590
汉江,61802500,龙王庙,1730448000000,4,159.580
汉江,61802500,龙王庙,1730451600000,4,159.570
汉江,61802500,龙王庙,1730455200000,6,159.570
汉江,61802500,龙王庙,1730458800000,6,159.570
汉江,61802500,龙王庙,1730462400000,6,159.570
汉江,61802500,龙王庙,1730466000000,4,159.560
汉江,61802500,龙王庙,1730469600000,6,159.560
汉江,61802500,龙王庙,1730473200000,6,159.560
汉江,61802500,龙王庙,1730476800000,4,159.550
汉江,61802500,龙王庙,1730480400000,5,159.560
汉江,61802500,龙王庙,1730484000000,6,159.560
汉江,61802500,龙王庙,1730487600000,4,159.550
汉江,61802500,龙王庙,1730491200000,6,159.550
汉江,61802500,龙王庙,1730494800000,5,159.560
汉江,61802500,龙王庙,1730498400000,4,159.550
汉江,61802500,龙王庙,1730502000000,4,159.540
汉江,61802500,龙王庙,1730505600000,6,159.540
汉江,61802500,龙王庙,1730512800000,5,159.540
汉江,61802500,龙王庙,1730516400000,6,159.540
汉江,61802500,龙王庙,1730520000000,6,159.540
汉江,61802500,龙王庙,1730523600000,6,159.540
汉江,61802500,龙王庙,1730527200000,6,159.540
汉江,61802500,龙王庙,1730530800000,4,159.530
汉江,61802500,龙王庙,1730534400000,6,159.530
汉江,61802500,龙王庙,1730538000000,4,159.520
汉江,61802500,龙王庙,1730541600000,4,159.500
汉江,61802500,龙王庙,1730545200000,5,159.520
汉江,61802500,龙王庙,1730548800000,4,159.510
汉江,61802500,龙王庙,1730552400000,4,159.500
汉江,61802500,龙王庙,1730556000000,5,159.510
汉江,61802500,龙王庙,1730559600000,5,159.520
汉江,61802500,龙王庙,1730563200000,4,159.510
汉江,61802500,龙王庙,1730566800000,4,159.500
汉江,61802500,龙王庙,1730570400000,6,159.500
汉江,61802500,龙王庙,1730574000000,4,159.490
汉江,61802500,龙王庙,1730577600000,6,159.490
汉江,61802500,龙王庙,1730581200000,6,159.490
汉江,61802500,龙王庙,1730584800000,6,159.490
汉江,61802500,龙王庙,1730588400000,6,159.490
汉江,61802500,龙王庙,1730592000000,6,159.490
汉江,61802500,龙王庙,1730599200000,5,159.490
汉江,61802500,龙王庙,1730602800000,6,159.490
汉江,61802500,龙王庙,1730606400000,4,159.480
汉江,61802500,龙王庙,1730610000000,6,159.480
汉江,61802500,龙王庙,1730613600000,6,159.480
汉江,61802500,龙王庙,1730617200000,4,159.470
汉江,61802500,龙王庙,1730620800000,6,159.470
汉江,61802500,龙王庙,1730624400000,6,159.470
