oq,rvnm,stcd,stnm,tm,wptn,z
7970,长江干流,60106980,三峡水库,1769875200000,5,169.330
7980,长江干流,60106980,三峡水库,1769878800000,5,169.340
7970,7400,长江干流,60106980,三峡水库,1769882400000,4,169.320
7980,长江干流,60106980,三峡水库,1769886000000,6,169.320
7990,长江干流,60106980,三峡水库,1769889600000,4,169.300
7980,长江干流,60106980,三峡水库,1769893200000,4,169.290
7980,长江干流,60106980,三峡水库,1769896800000,4,169.280
8000,长江干流,60106980,三峡水库,1769900400000,4,169.250
7980,长江干流,60106980,三峡水库,1769907600000,5,169.250
6960,长江干流,60106980,三峡水库,1769918400000,5,169.290
6970,长江干流,60106980,三峡水库,1769922000000,4,169.280
6950,7600,长江干流,60106980,三峡水库,1769925600000,4,169.260
6940,长江干流,60106980,三峡水库,1769929200000,5,169.290
7470,长江干流,60106980,三峡水库,1769932800000,5,169.300
9870,长江干流,60106980,三峡水库,1769936400000,4,169.210
10500,长江干流,60106980,三峡水库,1769940000000,4,169.190
10500,长江干流,60106980,三峡水库,1769943600000,4,169.130
10500,7600,长江干流,60106980,三峡水库,1769947200000,5,169.150
10600,长江干流,60106980,三峡水库,1769950800000,6,169.150
8640,长江干流,60106980,三峡水库,1769954400000,5,169.220
7980,长江干流,60106980,三峡水库,1769958000000,5,169.240
7980,长江干流,60106980,三峡水库,1769961600000,5,169.280
7980,长江干流,60106980,三峡水库,1769965200000,4,169.270
7980,7600,长江干流,60106980,三峡水库,1769968800000,5,169.290
7980,长江干流,60106980,三峡水库,1769972400000,4,169.270
7980,长江干流,60106980,三峡水库,1769976000000,4,169.260
7990,长江干流,60106980,三峡水库,1769979600000,4,169.230
7990,长江干流,60106980,三峡水库,1769983200000,4,169.210
7990,长江干流,60106980,三峡水库,1769986800000,4,169.180
7990,长江干流,60106980,三峡水库,1769994000000,6,169.180
6950,长江干流,60106980,三峡水库,1770004800000,5,169.220
6960,长江干流,60106980,三峡水库,1770008400000,6,169.220
6960,7780,长江干流,60106980,三峡水库,1770012000000,4,169.210
6950,长江干流,60106980,三峡水库,1770015600000,4,169.190
7460,长江干流,60106980,三峡水库,1770019200000,6,169.190
9830,长江干流,60106980,三峡水库,1770022800000,4,169.120
10500,长江干流,60106980,三峡水库,1770026400000,4,169.090
10500,长江干流,60106980,三峡水库,1770030000000,4,169.050
10600,长江干流,60106980,三峡水库,1770037200000,5,169.090
8630,长江干流,60106980,三峡水库,1770040800000,5,169.150
7980,长江干流,60106980,三峡水库,1770044400000,5,169.160
7980,长江干流,60106980,三峡水库,1770048000000,5,169.200
7970,长江干流,60106980,三峡水库,1770051600000,6,169.200
7970,长江干流,60106980,三峡水库,1770069600000,5,169.200
7970,长江干流,60106980,三峡水库,1770073200000,4,169.160
7540,长江干流,60106980,三峡水库,1770084000000,6,169.160
6950,长江干流,60106980,三峡水库,1770091200000,5,169.220
6950,长江干流,60106980,三峡水库,1770094800000,6,169.220
6930,7920,长江干流,60106980,三峡水库,1770098400000,5,169.250
6920,长江干流,60106980,三峡水库,1770102000000,4,169.230
7460,长江干流,60106980,三峡水库,1770105600000,5,169.250
9840,长江干流,60106980,三峡水库,1770109200000,4,169.190
10500,长江干流,60106980,三峡水库,1770112800000,4,169.140
10500,长江干流,60106980,三峡水库,1770116400000,4,169.080
10500,长江干流,60106980,三峡水库,1770123600000,6,169.100
8620,长江干流,60106980,三峡水库,1770127200000,5,169.160
7970,长江干流,60106980,三峡水库,1770130800000,5,169.190
7970,长江干流,60106980,三峡水库,1770134400000,5,169.250
8100,长江干流,60106980,三峡水库,1770138000000,5,169.260
8100,8000,长江干流,60106980,三峡水库,1770141600000,5,169.280
7960,长江干流,60106980,三峡水库,1770145200000,4,169.260
7970,长江干流,60106980,三峡水库,1770148800000,6,169.260
7970,长江干流,60106980,三峡水库,1770152400000,4,169.230
7960,长江干流,60106980,三峡水库,1770156000000,4,169.220
7970,长江干流,60106980,三峡水库,1770159600000,4,169.180
7980,8000,长江干流,60106980,三峡水库,1770163200000,4,169.170
6950,长江干流,60106980,三峡水库,1770174000000,5,169.190
6940,长江干流,60106980,三峡水库,1770177600000,5,169.200
6940,长江干流,60106980,三峡水库,1770181200000,5,169.210
6930,8000,长江干流,60106980,三峡水库,1770184800000,6,169.210
6940,长江干流,60106980,三峡水库,1770188400000,5,169.220
7440,长江干流,60106980,三峡水库,1770192000000,4,169.210
9880,长江干流,60106980,三峡水库,1770195600000,4,169.160
10500,长江干流,60106980,三峡水库,1770199200000,4,169.120
10500,长江干流,60106980,三峡水库,1770202800000,4,169.080
10500,8100,长江干流,60106980,三峡水库,1770206400000,6,169.080
10500,长江干流,60106980,三峡水库,1770210000000,5,169.090
8640,长江干流,60106980,三峡水库,1770213600000,5,169.140
7990,长江干流,60106980,三峡水库,1770217200000,5,169.180
7980,长江干流,60106980,三峡水库,1770220800000,5,169.210
