oq,rvnm,stcd,stnm,tm,wptn,z
1470,汉江,61802700,丹江口水库,1769875200000,5,165.410
1480,汉江,61802700,丹江口水库,1769878800000,4,165.390
1480,1080,汉江,61802700,丹江口水库,1769882400000,4,165.380
1480,汉江,61802700,丹江口水库,1769886000000,4,165.370
1480,汉江,61802700,丹江口水库,1769889600000,4,165.360
1480,汉江,61802700,丹江口水库,1769893200000,6,165.360
1300,汉江,61802700,丹江口水库,1769896800000,6,165.360
1410,汉江,61802700,丹江口水库,1769900400000,4,165.350
824,汉江,61802700,丹江口水库,1769907600000,5,165.370
609,汉江,61802700,丹江口水库,1769918400000,6,165.360
617,汉江,61802700,丹江口水库,1769922000000,4,165.350
620,344,汉江,61802700,丹江口水库,1769925600000,4,165.340
615,汉江,61802700,丹江口水库,1769929200000,6,165.340
1150,汉江,61802700,丹江口水库,1769932800000,4,165.330
1540,汉江,61802700,丹江口水库,1769936400000,4,165.320
1600,汉江,61802700,丹江口水库,1769940000000,6,165.320
1610,汉江,61802700,丹江口水库,1769943600000,6,165.320
1610,390,汉江,61802700,丹江口水库,1769947200000,6,165.320
1300,汉江,61802700,丹江口水库,1769950800000,5,165.330
978,汉江,61802700,丹江口水库,1769954400000,6,165.330
930,汉江,61802700,丹江口水库,1769958000000,6,165.330
933,汉江,61802700,丹江口水库,1769961600000,5,165.340
979,汉江,61802700,丹江口水库,1769965200000,4,165.330
816,1520,汉江,61802700,丹江口水库,1769968800000,6,165.330
820,汉江,61802700,丹江口水库,1769972400000,4,165.300
817,汉江,61802700,丹江口水库,1769976000000,5,165.310
820,汉江,61802700,丹江口水库,1769979600000,6,165.310
820,汉江,61802700,丹江口水库,1769983200000,4,165.300
816,汉江,61802700,丹江口水库,1769986800000,5,165.310
1140,汉江,61802700,丹江口水库,1769994000000,6,165.300
617,汉江,61802700,丹江口水库,1770004800000,6,165.300
615,汉江,61802700,丹江口水库,1770008400000,6,165.300
609,782,汉江,61802700,丹江口水库,1770012000000,6,165.300
775,汉江,61802700,丹江口水库,1770015600000,4,165.290
